age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
35,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32,United-States,lte50k
41,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,gt50k
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,lte50k
39,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,gt50k
45,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,gt50k
31,Private,9th,5,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,42,United-States,lte50k
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,gt50k
47,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,lte50k
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica,lte50k
53,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,gt50k
33,Local-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,1564,52,United-States,gt50k
24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,lte50k
34,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,lte50k
46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,gt50k
29,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,lte50k
61,State-gov,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,gt50k
31,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,lte50k
29,Private,HS-grad,9,Married-spouse-absent,Tech-support,Own-child,Black,Male,0,0,40,United-States,lte50k
42,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,lte50k
50,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,lte50k
34,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
39,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
74,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,20,United-States,lte50k
40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
75,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,gt50k
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,gt50k
36,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
61,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,gt50k
42,,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,22,Ecuador,lte50k
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,gt50k
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,18,United-States,lte50k
36,Private,Assoc-acdm,12,Separated,Other-service,Unmarried,Black,Female,0,0,32,United-States,lte50k
33,,Assoc-voc,11,Divorced,,Not-in-family,White,Female,0,0,40,France,lte50k
50,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,880,40,United-States,lte50k
47,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,15024,0,40,United-States,gt50k
48,Private,HS-grad,9,Never-married,Tech-support,Unmarried,Black,Female,0,0,33,Jamaica,lte50k
60,Self-emp-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
30,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,30,United-States,lte50k
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,gt50k
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,35,United-States,gt50k
51,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,gt50k
53,Private,9th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,0,0,75,Haiti,lte50k
34,Private,Masters,14,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,,lte50k
48,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,gt50k
68,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,lte50k
32,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,lte50k
63,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,4,United-States,lte50k
31,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,lte50k
58,Self-emp-not-inc,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,lte50k
32,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,gt50k
32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,lte50k
40,Private,Bachelors,13,Divorced,Sales,Own-child,White,Male,0,0,80,United-States,lte50k
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,gt50k
38,Self-emp-not-inc,10th,6,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,lte50k
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
21,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,1564,40,United-States,gt50k
63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,,lte50k
32,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,880,36,United-States,lte50k
25,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,lte50k
59,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,gt50k
22,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,,lte50k
49,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
36,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,lte50k
31,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,30,Mexico,lte50k
46,Private,Some-college,10,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,30,United-States,lte50k
37,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,gt50k
48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,gt50k
43,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,44,United-States,lte50k
41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,United-States,lte50k
36,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,4,United-States,lte50k
29,Private,Bachelors,13,Divorced,Other-service,Unmarried,Other,Female,0,0,40,United-States,lte50k
66,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2267,40,United-States,lte50k
59,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,lte50k
62,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
29,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,lte50k
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,gt50k
27,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,60,United-States,gt50k
42,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
60,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,gt50k
58,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,gt50k
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
45,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,lte50k
50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,lte50k
39,Private,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,lte50k
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,lte50k
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,70,United-States,lte50k
59,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,lte50k
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,gt50k
72,,Some-college,10,Widowed,,Unmarried,Asian-Pac-Islander,Female,0,0,4,United-States,lte50k
35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,Hong,gt50k
33,Private,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,lte50k
30,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,45,United-States,lte50k
40,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,gt50k
26,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,lte50k
37,Federal-gov,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,lte50k
68,Self-emp-not-inc,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,20,United-States,lte50k
45,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,72,United-States,gt50k
56,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,lte50k
36,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,gt50k
38,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,United-States,lte50k
28,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,28,United-States,lte50k
39,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,lte50k
26,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,lte50k
52,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,gt50k
52,Private,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,lte50k
84,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,13,United-States,lte50k
33,Federal-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,10,United-States,lte50k
46,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,gt50k
30,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,lte50k
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,gt50k
66,Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,8,United-States,lte50k
62,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,gt50k
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,40,United-States,gt50k
31,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,lte50k
60,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,50,,lte50k
27,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,lte50k
37,,Assoc-voc,11,Married-civ-spouse,,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,lte50k
38,Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
25,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,lte50k
48,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,lte50k
42,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,,lte50k
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,gt50k
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,lte50k
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,lte50k
21,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,lte50k
44,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
60,Self-emp-not-inc,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,1876,50,United-States,lte50k
21,,Some-college,10,Never-married,,Own-child,White,Female,0,0,6,United-States,lte50k
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,lte50k
30,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,United-States,lte50k
46,Self-emp-not-inc,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,gt50k
57,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,48,United-States,lte50k
48,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,gt50k
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,40,,gt50k
68,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2414,0,40,United-States,lte50k
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,lte50k
22,Without-pay,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,40,United-States,lte50k
18,,11th,7,Never-married,,Other-relative,White,Male,0,0,7,United-States,lte50k
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,lte50k
32,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,lte50k
56,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,lte50k
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,lte50k
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,lte50k
18,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1721,40,United-States,lte50k
39,Private,10th,6,Widowed,Machine-op-inspct,Not-in-family,Black,Male,0,1590,40,United-States,lte50k
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,lte50k
27,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,lte50k
56,Self-emp-not-inc,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United-States,lte50k
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
49,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,gt50k
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,lte50k
30,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,gt50k
27,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,lte50k
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,gt50k
30,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,lte50k
38,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,lte50k
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
46,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,lte50k
37,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,lte50k
62,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,lte50k
47,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
45,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,14,United-States,lte50k
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,lte50k
45,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,lte50k
23,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,lte50k
37,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,gt50k
38,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,gt50k
27,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,lte50k
29,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,lte50k
